Security,Name,Sector,INDUSTRY,Year,Quarter,Index,Closing Stock Price,SP Volatility,MC RAW,Log MCap,PB RAW,Book to Mkt,ROA,Total Assets,Asset Growth,ESGCombinedScore,EnvironmentPillarScore,GovernancePillarScore,SocialPillarScore,ESG Momentum,ESG Mom-Env,ESG Mom - Gov,ESG Mom - Social
ACO/X CN Equity,Atco Ltd/Canada,Utilities,Service,2021,Q1,2021-Q1,33.9039,1.221283416,4790389248,22.28987751,1.160833955,0.861449646,1.147984982,22200.00051,0.004206798,0.347265699,0.418387856,0.40851927,0.215214451,-0.005505689,-0.033463995,-0.029489742,0.046337802
ACO/X CN Equity,Atco Ltd/Canada,Utilities,Service,2021,Q2,2021-Q2,36.0949,1.693188753,5050794496,22.34281139,1.245929956,0.802613337,1.12390101,22261.99962,0.002792752,0.347265699,0.418387856,0.40851927,0.215214451,-0.005505689,-0.033463995,-0.029489742,0.046337802
ACO/X CN Equity,Atco Ltd/Canada,Utilities,Service,2021,Q3,2021-Q3,33.7168,0.824686281,4650233344,22.26018324,1.139688969,0.877432376,0.983328998,21947.00083,-0.014149618,0.347265699,0.418387856,0.40851927,0.215214451,-0.005505689,-0.033463995,-0.029489742,0.046337802
ACO/X CN Equity,Atco Ltd/Canada,Utilities,Service,2021,Q4,2021-Q4,35.8203,0.58859768,4888135680,22.31007682,1.188078046,0.841695546,0.956981003,22407.99949,0.021005087,0.347265699,0.418387856,0.40851927,0.215214451,-0.005505689,-0.033463995,-0.029489742,0.046337802
ACO/X CN Equity,Atco Ltd/Canada,Utilities,Service,2022,Q1,2022-Q1,36.4159,0.715021457,4898488320,22.31219249,1.159337044,0.862561932,1.088399053,23004.00026,0.026597679,0.423394304,0.483017514,0.339526933,0.407030765,0.076128605,0.064629657,-0.068992337,0.191816314
ACO/X CN Equity,Atco Ltd/Canada,Utilities,Service,2022,Q2,2022-Q2,37.7886,1.249328402,5043595776,22.34138511,1.177893043,0.848973518,1.28064096,23183.99898,0.00782467,0.423394304,0.483017514,0.339526933,0.407030765,0.076128605,0.064629657,-0.068992337,0.191816314
ACO/X CN Equity,Atco Ltd/Canada,Utilities,Service,2022,Q3,2022-Q3,36.7335,3.119747637,4836183040,22.29939162,1.119074941,0.893595204,1.626626015,23423.00058,0.010308903,0.423394304,0.483017514,0.339526933,0.407030765,0.076128605,0.064629657,-0.068992337,0.191816314
ACO/X CN Equity,Atco Ltd/Canada,Utilities,Service,2022,Q4,2022-Q4,37.0727,2.943551089,4803340288,22.29257741,1.103203058,0.906451439,1.685490966,23631.99898,0.008922785,0.423394304,0.483017514,0.339526933,0.407030765,0.076128605,0.064629657,-0.068992337,0.191816314
ACO/X CN Equity,Atco Ltd/Canada,Utilities,Service,2023,Q1,2023-Q1,38.3258,2.061659959,4942422528,22.32112144,1.109629035,0.901202085,1.569692016,24138.99981,0.021453997,0.467925074,0.499158249,0.338364334,0.51909323,0.04453077,0.016140736,-0.001162599,0.112062465
ACO/X CN Equity,Atco Ltd/Canada,Utilities,Service,2023,Q2,2023-Q2,35.2875,2.390261567,4473836544,22.22151216,1.007179976,0.992871209,1.695548058,25059.99974,0.038154022,0.467925074,0.499158249,0.338364334,0.51909323,0.04453077,0.016140736,-0.001162599,0.112062465
ACO/X CN Equity,Atco Ltd/Canada,Utilities,Service,2023,Q3,2023-Q3,31.1757,4.965695156,3918804224,22.0890524,0.890103996,1.12346423,1.651041031,24789.00019,-0.010814029,0.467925074,0.499158249,0.338364334,0.51909323,0.04453077,0.016140736,-0.001162599,0.112062465
ACO/X CN Equity,Atco Ltd/Canada,Utilities,Service,2023,Q4,2023-Q4,35.4947,5.683027066,4357063680,22.1950642,0.980597973,1.019785914,1.715716004,25094.00064,0.012303862,0.467925074,0.499158249,0.338364334,0.51909323,0.04453077,0.016140736,-0.001162599,0.112062465
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2015,Q1,2015-Q1,31.67,9.838957855,776221696,20.46994873,2.847796917,0.351148635,5.374835968,1357.986944,0.120888679,0.274905347,,0.527464009,0.171309956,0.103011476,,0.234517479,0.031011237
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2015,Q2,2015-Q2,41.3,3.287192318,1012249920,20.73544133,2.032541037,0.491994987,4.706957817,1449.213056,0.067177459,0.274905347,,0.527464009,0.171309956,0.103011476,,0.234517479,0.031011237
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2015,Q3,2015-Q3,25.86,2.484195041,633820416,20.26727622,2.601564884,0.384384032,4.345053196,1517.977984,0.04744984,0.274905347,,0.527464009,0.171309956,0.103011476,,0.234517479,0.031011237
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2015,Q4,2015-Q4,24.15,2.175270098,663151360,20.31251382,1.605267048,0.62294931,3.433576107,1508.028032,-0.006554741,0.274905347,,0.527464009,0.171309956,0.103011476,,0.234517479,0.031011237
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2016,Q1,2016-Q1,18.22,0.457566024,500315424,20.03074931,1.463536978,0.68327621,1.736091971,1532.182016,0.016016933,0.221233068,,0.426008493,0.136490066,-0.053672279,,-0.101455516,-0.03481989
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2016,Q2,2016-Q2,22.15,1.791728681,608231936,20.22606684,1.108618975,0.902023168,1.809517026,1578.225024,0.030050612,0.221233068,,0.426008493,0.136490066,-0.053672279,,-0.101455516,-0.03481989
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2016,Q3,2016-Q3,22.15,2.097607764,608231936,20.22606684,1.308222055,0.764396225,1.679831028,1548.878976,-0.018594337,0.221233068,,0.426008493,0.136490066,-0.053672279,,-0.101455516,-0.03481989
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2016,Q4,2016-Q4,23.12,2.033508872,634867904,20.26892751,1.413288951,0.707569389,-1.214254975,1547.344,-0.000991024,0.221233068,,0.426008493,0.136490066,-0.053672279,,-0.101455516,-0.03481989
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2017,Q1,2017-Q1,22.44,2.021259921,616195328,20.23907456,1.437191963,0.695801275,0.16573,1600.61504,0.034427406,0.266699864,,0.556217346,0.126149068,0.045466796,,0.130208853,-0.010340998
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2017,Q2,2017-Q2,19.08,3.017775119,523930752,20.07687008,0.695528984,1.437754605,-0.060756002,1707.06304,0.066504436,0.266699864,,0.556217346,0.126149068,0.045466796,,0.130208853,-0.010340998
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2017,Q3,2017-Q3,23.81,4.339224201,653815040,20.29833506,1.126551986,0.887664318,0.604957998,1698.290048,-0.005139231,0.266699864,,0.556217346,0.126149068,0.045466796,,0.130208853,-0.010340998
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2017,Q4,2017-Q4,22.64,4.732295954,621687232,20.24794768,1.375157952,0.727189192,3.36581707,1693.533056,-0.002801048,0.266699864,,0.556217346,0.126149068,0.045466796,,0.130208853,-0.010340998
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2018,Q1,2018-Q1,22.24,2.85887507,610703360,20.2301219,1.269958019,0.787427604,3.441394091,1761.046016,0.039865156,0.185523186,,0.240717949,0.219333333,-0.081176678,,-0.315499397,0.093184265
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2018,Q2,2018-Q2,17.01,1.281857376,467089216,19.96203084,1.18306601,0.845261373,3.493809938,1670.224,-0.051572767,0.185523186,,0.240717949,0.219333333,-0.081176678,,-0.315499397,0.093184265
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2018,Q3,2018-Q3,13.63,1.627562083,374275488,19.74050268,0.981046975,1.019319182,-0.346017987,1839.094016,0.101106209,0.185523186,,0.240717949,0.219333333,-0.081176678,,-0.315499397,0.093184265
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2018,Q4,2018-Q4,11.35,1.896600028,311667392,19.55744713,0.823669016,1.214079904,-1.930276036,1773.742976,-0.035534366,0.185523186,,0.240717949,0.219333333,-0.081176678,,-0.315499397,0.093184265
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2019,Q1,2019-Q1,10.67,3.246489129,292994816,19.49566547,0.739937007,1.351466395,-4.945809841,1720.568064,-0.029978927,0.306476757,,0.568009479,0.209011849,0.120953571,,0.32729153,-0.010321484
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2019,Q2,2019-Q2,11.48,3.091842762,315237152,19.56883578,0.761085987,1.313911985,-5.07561779,2023.591936,0.176118503,0.306476757,,0.568009479,0.209011849,0.120953571,,0.32729153,-0.010321484
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2019,Q3,2019-Q3,7.99,5.264037582,219402864,19.20642016,0.836903989,1.194880193,-2.988925934,2029.586048,0.002962115,0.306476757,,0.568009479,0.209011849,0.120953571,,0.32729153,-0.010321484
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2019,Q4,2019-Q4,12.39,8.048198038,340225472,19.64511911,0.578997016,1.727124618,-2.46024704,2024.412032,-0.002549296,0.306476757,,0.568009479,0.209011849,0.120953571,,0.32729153,-0.010321484
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2020,Q1,2020-Q1,5.35,8.427506551,146909312,18.80532603,0.961148977,1.040421437,-1.403051019,1989.917056,-0.017039504,0.294102328,,0.457132916,0.279720847,-0.012374429,,-0.110876563,0.070708998
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2020,Q2,2020-Q2,10.7,13.88515994,293818624,19.49847321,0.501516998,1.993950363,-3.466682911,2009.197056,0.009688846,0.294102328,,0.457132916,0.279720847,-0.012374429,,-0.110876563,0.070708998
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2020,Q3,2020-Q3,18.13,12.57318443,497844064,20.02579746,1.083894014,0.92259943,-4.389743805,1860.253952,-0.07413066,0.294102328,,0.457132916,0.279720847,-0.012374429,,-0.110876563,0.070708998
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2020,Q4,2020-Q4,23.61,8.408358441,648323136,20.2898998,1.577157974,0.634051894,-2.450725079,1737.169024,-0.066165659,0.294102328,,0.457132916,0.279720847,-0.012374429,,-0.110876563,0.070708998
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2021,Q1,2021-Q1,30.6,5.857237688,840266304,20.54922943,1.896379948,0.527320488,-0.381594986,1917.362944,0.10372849,0.252831351,,0.405476673,0.22922467,-0.041270977,,-0.051656242,-0.050496177
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2021,Q2,2021-Q2,49.94,9.576446801,1371336576,21.0390517,2.318608999,0.431293073,2.960521936,2048.466048,0.06837678,0.252831351,,0.405476673,0.22922467,-0.041270977,,-0.051656242,-0.050496177
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2021,Q3,2021-Q3,46.39,9.565073183,1275400960,20.96652644,3.334897995,0.299859247,6.002641201,1997.981056,-0.024645267,0.252831351,,0.405476673,0.22922467,-0.041270977,,-0.051656242,-0.050496177
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2021,Q4,2021-Q4,42.7,6.412885466,1173951744,20.88364145,3.021224976,0.330991571,6.521707058,1887.188992,-0.055452009,0.252831351,,0.405476673,0.22922467,-0.041270977,,-0.051656242,-0.050496177
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2022,Q1,2022-Q1,36.23,1.97869275,976420800,20.6994042,2.379256964,0.420299285,7.86425209,2258.672896,0.196845099,0.267218337,0.094650206,0.393393622,0.231316239,0.014386986,0.094650206,-0.012083051,0.00209157
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2022,Q2,2022-Q2,24.56,2.014354735,652379776,20.29613743,2.057765961,0.485963914,6.236164093,2647.30496,0.172062128,0.267218337,0.094650206,0.393393622,0.231316239,0.014386986,0.094650206,-0.012083051,0.00209157
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2022,Q3,2022-Q3,22.64,2.497216784,575123648,20.17009562,1.691383004,0.591232144,6.276334763,2701.990912,0.020657217,0.267218337,0.094650206,0.393393622,0.231316239,0.014386986,0.094650206,-0.012083051,0.00209157
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2022,Q4,2022-Q4,23.31,2.414649733,548977024,20.12356715,1.201120019,0.832556268,6.107707977,2746.332928,0.016410868,0.267218337,0.094650206,0.393393622,0.231316239,0.014386986,0.094650206,-0.012083051,0.00209157
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2023,Q1,2023-Q1,19.88,3.19278353,468196608,19.96439887,1.198904037,0.834095114,3.33929801,2858.33088,0.040780909,0.455767931,0.084677419,0.525467422,0.56002912,0.188549594,-0.009972786,0.1320738,0.328712881
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2023,Q2,2023-Q2,19.22,3.18850409,453037984,19.93148653,0.998044014,1.001959819,3.249094963,2904.88704,0.016287883,0.455767931,0.084677419,0.525467422,0.56002912,0.188549594,-0.009972786,0.1320738,0.328712881
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2023,Q3,2023-Q3,24.28,4.659145129,573279360,20.1668837,0.883866012,1.131393205,3.409811974,2907.70304,0.000969401,0.455767931,0.084677419,0.525467422,0.56002912,0.188549594,-0.009972786,0.1320738,0.328712881
ACQ CN EQUITY,AutoCanada Inc,Consumer Discretionary,Service,2023,Q4,2023-Q4,22.9,4.840422674,540695936,20.10836764,1.061254978,0.942280621,2.891010046,3065.338112,0.05421292,0.455767931,0.084677419,0.525467422,0.56002912,0.188549594,-0.009972786,0.1320738,0.328712881
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2015,Q1,2015-Q1,12.88,0.995468901,214470224,19.18368147,1.768144965,0.565564487,9.696377754,138.452864,-0.048764052,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2015,Q2,2015-Q2,16.84,1.266422126,280409824,19.45176275,1.790699005,0.558441143,9.514726639,147.035808,0.061991813,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2015,Q3,2015-Q3,15.95,1.313164118,265590064,19.39746457,2.278940916,0.438800319,9.670891762,151.835296,0.032641627,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2015,Q4,2015-Q4,17.98,1.305,299392448,19.51726581,1.969663024,0.507701057,10.21913147,148.377376,-0.022774151,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2016,Q1,2016-Q1,18.02,1.379066713,302052544,19.52611155,2.108333111,0.47430835,11.48519039,137.405264,-0.073947338,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2016,Q2,2016-Q2,15.68,1.082543302,263091024,19.38801063,2.160917044,0.462766492,10.59712219,148.032528,0.077342481,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2016,Q3,2016-Q3,18.68,1.601634582,398045760,19.80207753,1.825158,0.547897771,9.333535194,190.982352,0.290137746,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2016,Q4,2016-Q4,17.89,1.826789077,381244896,19.7589525,1.839568019,0.543605884,7.703412056,278.863296,0.460152172,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2017,Q1,2017-Q1,16.34,0.873131338,348868320,19.6702051,1.690104008,0.591679563,8.505739212,275.892928,-0.010651699,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2017,Q2,2017-Q2,18.59,1.486234055,397149440,19.79982319,1.512294054,0.661247062,9.375026703,291.412448,0.056251967,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2017,Q3,2017-Q3,20.2,1.506947798,431544832,19.88288196,1.691372991,0.591235644,9.977151871,296.351328,0.016948075,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2017,Q4,2017-Q4,20.2,3.429995141,431544832,19.88288196,1.848387003,0.541012244,8.412207603,308.550944,0.041166058,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2018,Q1,2018-Q1,18.8,3.104840307,402695712,19.81369178,1.811710954,0.551964428,8.052377701,297.679424,-0.035234117,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2018,Q2,2018-Q2,17.07,2.624411045,366415968,19.71927977,1.600828052,0.62467671,7.560783863,317.712768,0.067298383,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2018,Q3,2018-Q3,17.1,0.8380533,367059936,19.72103571,1.38271296,0.723215901,7.284270763,338.106496,0.064189199,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2018,Q4,2018-Q4,10.99,2.103273243,235905776,19.27894303,1.368855953,0.730537057,7.421248913,345.037472,0.020499387,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2019,Q1,2019-Q1,12.7,2.794190402,273546784,19.42698322,0.859409988,1.16358899,6.934100151,397.803136,0.152927343,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2019,Q2,2019-Q2,12.57,3.417595402,269563488,19.4123145,0.994455993,1.005574914,6.24771595,402.063296,0.010709217,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2019,Q3,2019-Q3,11.46,5.941988304,243915632,19.31233295,0.978362978,1.022115537,5.775726795,398.726048,-0.008300305,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2019,Q4,2019-Q4,16.3,7.314202508,346930592,19.66463529,0.859211981,1.163857141,5.954114914,393.516352,-0.013065853,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2020,Q1,2020-Q1,9.69,6.24824442,206411792,19.14538372,1.228075981,0.814281865,5.32062006,439.182464,0.116046288,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2020,Q2,2020-Q2,16.42,5.916831218,347032192,19.66492811,0.461890996,2.165012979,4.56653595,683.329024,0.555911449,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2020,Q3,2020-Q3,24.22,5.455373498,511883040,20.05360672,0.820416987,1.218892363,5.041966915,635.267008,-0.070335101,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2020,Q4,2020-Q4,25.32,5.431516056,535131232,20.09802257,1.233062983,0.810988582,5.637543201,571.326976,-0.100650642,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2021,Q1,2021-Q1,31.65,4.051973799,672294656,20.32620728,1.756428957,0.569337004,6.234033108,460.223008,-0.194466519,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2021,Q2,2021-Q2,36.92,6.752976504,785962176,20.48241923,2.129738092,0.469541303,5.757671833,499.128,0.084535087,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2021,Q3,2021-Q3,36.69,8.455978161,781065920,20.47617011,2.302944899,0.434226629,8.596186638,550.467968,0.102859323,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2021,Q4,2021-Q4,44.8,4.522182364,1057948864,20.77959784,2.00582099,0.498548976,9.367656708,1068.891008,0.941786026,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2022,Q1,2022-Q1,36.5,1.313722447,865010176,20.57825183,2.027267933,0.493274709,13.09655476,1114.924032,0.043066153,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2022,Q2,2022-Q2,28.26,3.045171041,671877120,20.32558602,1.529117942,0.653971792,13.14546776,1534.10496,0.375972637,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2022,Q3,2022-Q3,26.34,2.912839394,613415424,20.23455295,1.060088038,0.943317879,14.41174698,1548.417024,0.00932926,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2022,Q4,2022-Q4,28.34,3.065152253,642104256,20.28026124,0.874083996,1.14405481,11.42653179,1511.472,-0.023859867,,,,,,,,
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2023,Q1,2023-Q1,25.78,4.709104657,579072512,20.17693826,0.937627971,1.066521084,10.11581421,1428.973952,-0.054581261,0.196866769,0.037080216,0.574953741,0.0881235,0.196866769,0.037080216,0.574953741,0.0881235
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2023,Q2,2023-Q2,32.5,4.792357631,726175552,20.40330235,0.842086971,1.187525796,6.56564188,1352.98496,-0.053177311,0.196866769,0.037080216,0.574953741,0.0881235,0.196866769,0.037080216,0.574953741,0.0881235
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2023,Q3,2023-Q3,30.68,4.665229541,685566336,20.34575582,1.068035007,0.936298898,4.356807232,1308.307968,-0.033021056,0.196866769,0.037080216,0.574953741,0.0881235,0.196866769,0.037080216,0.574953741,0.0881235
ADEN CN EQUITY,ADENTRA Inc,Industrials,Manufacturing,2023,Q4,2023-Q4,31.97,2.666452075,714392256,20.38694275,0.967913985,1.033149655,2.887593985,1289.54496,-0.014341431,0.196866769,0.037080216,0.574953741,0.0881235,0.196866769,0.037080216,0.574953741,0.0881235
ADN CN EQUITY,Acadian Timber Corp,Materials,Natural Resources,2015,Q1,2015-Q1,18.15,0.591798107,303671584,19.53145736,1.01620698,0.984051497,12.30810356,406.425984,0.318250878,,,,,,,,
ADN CN EQUITY,Acadian Timber Corp,Materials,Natural Resources,2015,Q2,2015-Q2,18.9,1.751711068,316220000,19.57194873,1.19828403,0.834526686,10.87505817,424.928,0.045523704,,,,,,,,
ADN CN EQUITY,Acadian Timber Corp,Materials,Natural Resources,2015,Q3,2015-Q3,20.07,1.70468961,335795520,19.63201296,1.26553297,0.790180915,11.36247444,418.223008,-0.015779125,,,,,,,,
ADN CN EQUITY,Acadian Timber Corp,Materials,Natural Resources,2015,Q4,2015-Q4,20.1,1.433791593,336297440,19.63350656,1.327587962,0.753245757,10.24276924,438.288,0.047976777,,,,,,,,
ADN CN EQUITY,Acadian Timber Corp,Materials,Natural Resources,2016,Q1,2016-Q1,20.08,0.853517233,335962816,19.63251105,1.259323955,0.794076851,3.186389923,449.777984,0.026215603,,,,,,,,
ADN CN EQUITY,Acadian Timber Corp,Materials,Natural Resources,2016,Q2,2016-Q2,16.58,0.304740327,277403584,19.44098399,1.284060001,0.778779807,4.802781105,445.651008,-0.009175585,,,,,,,,
ADN CN EQUITY,Acadian Timber Corp,Materials,Natural Resources,2016,Q3,2016-Q3,18.1,0.510122534,302835008,19.52869869,1.057701945,0.945445931,4.910286903,440.627008,-0.011273395,,,,,,,,
ADN CN EQUITY,Acadian Timber Corp,Materials,Natural Resources,2016,Q4,2016-Q4,18.35,0.538454579,307017824,19.54241636,1.182677031,0.845539377,6.031217098,447.636,0.01590686,,,,,,,,
ADN CN EQUITY,Acadian Timber Corp,Materials,Natural Resources,2017,Q1,2017-Q1,18.36,0.301164407,307185120,19.54296112,1.146226048,0.872428263,3.554352045,454.577984,0.0155081,,,,,,,,
ADN CN EQUITY,Acadian Timber Corp,Materials,Natural Resources,2017,Q2,2017-Q2,18.83,0.284414603,315048800,19.56823811,1.147819996,0.871216744,3.628210068,463.227008,0.019026491,,,,,,,,
ADN CN EQUITY,Acadian Timber Corp,Materials,Natural Resources,2017,Q3,2017-Q3,19.43,0.716565884,325087520,19.599605,1.191125035,0.839542424,3.277059078,454.627008,-0.018565411,,,,,,,,
